Order_ID,Order_Date,Customer_ID,City,Product,Category,Quantity,Sales,Discount,Profit,Year,Month,Profit_Margin
1060,2024-02-12,CUST457,Delhi,Tablet,Electronics,3,332.0,0.15,159.50650569397283,2024,2,0.48044128221076154
1061,2024-03-18,CUST345,Delhi,Laptop,Electronics,4,9186.0,0.0,644.3371758677392,2024,3,0.07014338949137157
1062,2024-07-11,CUST974,Mumbai,Laptop,Electronics,2,7143.0,0.1,2362.685709810072,2024,7,0.33076938398573036
1065,2024-06-25,CUST164,Kolkata,Phone,Electronics,3,7814.0,0.0,7296.69186154724,2024,6,0.9337972692023598
1066,2024-08-09,CUST535,Delhi,Printer,Others,1,4389.0,0.0,790.3548453161408,2024,8,0.18007629193805896
1067,2024-02-17,CUST744,Delhi,Tablet,Electronics,3,3684.0,0.05,3554.459240728981,2024,2,0.9648369274508635
1069,2024-11-02,CUST253,Delhi,Tablet,Others,5,6719.0,0.15,4976.769843823384,2024,11,0.7407009739281715
1072,2024-01-12,CUST459,Delhi,Tablet,Others,1,6719.0,0.05,5489.538866061192,2024,1,0.8170172445395433
1073,2024-03-17,CUST831,Delhi,Printer,Others,3,3367.0,0.1,2403.2400958097246,2024,3,0.7137630222185104
1074,2024-09-03,CUST675,Mumbai,Tablet,Others,5,6131.0,0.15,2764.220926939599,2024,9,0.450859717328266
1075,2024-02-06,CUST158,Kolkata,Tablet,Others,4,771.0,0.0,179.78221332453316,2024,2,0.23318056202922588
1076,2024-10-13,CUST906,Delhi,Laptop,Others,1,6416.0,0.15,4784.392023179886,2024,10,0.7456970110941218
1077,2024-11-08,CUST934,Delhi,Phone,Electronics,1,6272.0,0.15,2608.075013936772,2024,11,0.4158282866608374
1080,2024-02-03,CUST973,Delhi,Printer,Electronics,1,6901.0,0.1,6316.429588281576,2024,2,0.9152919270079084
1081,2024-01-12,CUST842,Delhi,Printer,Electronics,5,504.0,0.0,77.64319058837461,2024,1,0.15405394958010835
1082,2024-08-10,CUST349,Delhi,Tablet,Others,3,9452.0,0.0,3610.5546862989295,2024,8,0.38198843486023376
1083,2024-03-08,CUST449,Delhi,Laptop,Electronics,5,1431.0,0.0,251.1062655153061,2024,3,0.17547607653061223
1084,2024-07-22,CUST139,Delhi,Printer,Electronics,5,4773.0,0.1,3809.275909146338,2024,7,0.7980883949604731
1085,2024-11-28,CUST520,Mumbai,Laptop,Electronics,3,3277.0,0.15,3047.510032621702,2024,11,0.9299694942391523
1087,2024-06-17,CUST846,Delhi,Phone,Others,5,6906.0,0.0,3825.220957969365,2024,6,0.5538981983737858
1090,2024-06-26,CUST470,Delhi,Phone,Electronics,1,7345.0,0.0,3046.52292058813,2024,6,0.4147750742802083
1092,2024-04-03,CUST860,Chennai,Printer,Electronics,1,8817.0,0.0,4249.997581567359,2024,4,0.4820230896639853
1094,2024-06-22,CUST226,Mumbai,Printer,Others,3,8791.0,0.0,7001.467624280736,2024,6,0.7964358576135521
1095,2024-08-22,CUST973,Mumbai,Tablet,Electronics,3,3819.0,0.0,1633.1510956870932,2024,8,0.4276384120678432
1096,2024-03-14,CUST600,Delhi,Laptop,Others,3,9860.0,0.15,7638.936997304167,2024,3,0.7747400605785159
1097,2024-07-01,CUST173,Mumbai,Laptop,Others,4,7143.0,0.0,5366.582874678751,2024,7,0.7513065763234987
1099,2024-09-11,CUST602,Chennai,Laptop,Others,4,4992.0,0.0,2433.513438059645,2024,9,0.4874826598677174
1100,2024-11-02,CUST266,Chennai,Phone,Electronics,4,464.0,0.1,315.879451473228,2024,11,0.6807746798991983
1105,2024-01-05,CUST873,Delhi,Laptop,Electronics,3,6333.0,0.15,4592.191064102098,2024,1,0.7251209638563236
1106,2024-03-01,CUST484,Mumbai,Tablet,Electronics,2,5420.0,0.15,1320.9138525945716,2024,3,0.2437110429141276
1107,2024-12-03,CUST875,Delhi,Phone,Electronics,2,335.0,0.05,264.3023920369048,2024,12,0.788962364289268
1109,2024-09-14,CUST471,Delhi,Phone,Electronics,2,5434.0,0.05,3399.032781288917,2024,9,0.6255121055003527
1110,2024-04-13,CUST210,Delhi,Tablet,Others,2,7960.0,0.15,5362.796989224525,2024,4,0.6737182147266991
1114,2024-12-31,CUST187,Delhi,Laptop,Electronics,1,4920.0,0.1,4850.28965931222,2024,12,0.9858312315675243
1115,2024-07-09,CUST322,Delhi,Printer,Electronics,1,5911.0,0.05,1035.9387664544338,2024,7,0.17525609312374113
1117,2024-01-25,CUST315,Delhi,Phone,Others,3,6131.0,0.15,4019.5900762143897,2024,1,0.6556173668593035
1119,2024-04-20,CUST654,Mumbai,Tablet,Electronics,3,7773.0,0.05,4649.807016619169,2024,4,0.598199796297333
1120,2024-07-12,CUST614,Delhi,Laptop,Others,1,4361.0,0.15,2195.851253747599,2024,7,0.5035201223911028
1122,2024-03-27,CUST898,Chennai,Printer,Electronics,5,2781.0,0.05,2527.6705715597814,2024,3,0.9089070735561962
1123,2024-11-21,CUST616,Delhi,Laptop,Electronics,4,5405.0,0.0,4717.562605802315,2024,11,0.8728145431641656
1124,2024-01-21,CUST311,Mumbai,Laptop,Others,2,4327.0,0.0,2810.037104953648,2024,1,0.6494192523581345
1125,2024-01-03,CUST481,Delhi,Laptop,Others,3,5586.0,0.0,5562.273083138899,2024,1,0.9957524316396167
1126,2024-06-05,CUST108,Kolkata,Phone,Electronics,5,6341.0,0.0,3458.961000809069,2024,6,0.5454914052687382
1128,2024-10-20,CUST539,Mumbai,Tablet,Electronics,2,6268.0,0.0,827.2024426116325,2024,10,0.1319723105634385
1130,2024-03-12,CUST436,Delhi,Tablet,Electronics,2,8102.0,0.15,6505.0718476203,2024,3,0.8028970436460504
1131,2024-11-11,CUST955,Mumbai,Phone,Electronics,4,5387.0,0.15,2623.930586591433,2024,11,0.48708568527778595
1132,2024-08-07,CUST640,Chennai,Phone,Electronics,5,5215.0,0.0,1443.1325855891887,2024,8,0.27672724555880895
1133,2024-05-09,CUST369,Delhi,Tablet,Others,2,4737.0,0.0,2847.224601555483,2024,5,0.6010607138601399
1135,2024-02-02,CUST884,Kolkata,Phone,Others,4,349.0,0.1,84.20719076771009,2024,2,0.24128134890461345
1136,2024-03-12,CUST579,Delhi,Tablet,Others,1,5501.0,0.0,4180.509820158087,2024,3,0.7599545210249203
1137,2024-04-15,CUST209,Delhi,Laptop,Electronics,5,2148.0,0.0,1399.5238866619245,2024,4,0.6515474332690524
1138,2024-10-30,CUST167,Mumbai,Printer,Others,2,4992.0,0.15,4096.487315494494,2024,10,0.820610439802583
1140,2024-07-17,CUST744,Delhi,Printer,Electronics,1,2572.0,0.0,1702.919259014213,2024,7,0.6620992453398962
1141,2024-09-03,CUST680,Chennai,Printer,Others,1,7340.0,0.05,5270.647461591275,2024,9,0.7180718612522172
1142,2024-10-16,CUST547,Chennai,Phone,Electronics,3,7430.0,0.0,1137.3122549094028,2024,10,0.15307029002818343
1143,2024-10-05,CUST472,Mumbai,Laptop,Electronics,4,9452.0,0.0,8273.157465669621,2024,10,0.875281153794924
1144,2024-02-20,CUST804,Chennai,Laptop,Electronics,2,5745.0,0.0,2929.323725053359,2024,2,0.5098909878247796
1146,2024-09-24,CUST201,Delhi,Printer,Electronics,3,5669.0,0.05,5650.009518573567,2024,9,0.9966501179350092
1148,2024-07-19,CUST923,Delhi,Tablet,Others,3,860.0,0.15,164.8672049762722,2024,7,0.19170605229799093
1150,2024-01-23,CUST421,Mumbai,Printer,Electronics,4,828.0,0.0,802.9515590627534,2024,1,0.9697482597376249
1151,2024-08-26,CUST164,Delhi,Tablet,Electronics,4,6606.0,0.1,1732.5747705798858,2024,8,0.26227289896758793
1152,2024-06-17,CUST541,Delhi,Printer,Electronics,2,4424.0,0.15,1723.4578242372493,2024,6,0.38957003260335654
1153,2024-01-07,CUST239,Delhi,Laptop,Others,4,6471.0,0.0,6227.809122595853,2024,1,0.9624183468700128
1154,2024-10-09,CUST145,Delhi,Phone,Electronics,3,9005.0,0.05,2368.4294853333377,2024,10,0.2630127135295211
1156,2024-07-02,CUST404,Delhi,Printer,Electronics,2,6138.0,0.05,3303.5117362335595,2024,7,0.5382065389758162
1157,2024-08-02,CUST849,Mumbai,Tablet,Electronics,2,3679.0,0.05,552.1987948639955,2024,8,0.15009480697580743
1158,2024-06-21,CUST891,Delhi,Printer,Electronics,5,7594.0,0.1,7503.714478587235,2024,6,0.988110940029923
1159,2024-08-29,CUST511,Kolkata,Laptop,Electronics,3,7583.0,0.15,3636.322515452107,2024,8,0.4795361354941457
1160,2024-12-03,CUST423,Chennai,Printer,Electronics,1,4389.0,0.0,2876.8757076120864,2024,12,0.6554740732768481
1161,2024-06-02,CUST986,Mumbai,Printer,Others,1,5669.0,0.05,1015.6013277372816,2024,6,0.17914999607290202
1162,2024-12-18,CUST119,Delhi,Laptop,Electronics,4,6831.0,0.0,361.8491162169859,2024,12,0.05297161707172975
1163,2024-05-26,CUST438,Chennai,Tablet,Electronics,5,9535.0,0.0,7472.417277824957,2024,5,0.7836829866622923
1165,2024-01-31,CUST676,Delhi,Laptop,Others,4,7102.0,0.0,5202.70755559948,2024,1,0.7325693544916192
1166,2024-04-10,CUST259,Kolkata,Phone,Electronics,5,4179.0,0.0,4023.563883351205,2024,4,0.9628054279375938
1167,2024-12-30,CUST718,Delhi,Laptop,Others,3,8275.0,0.0,6567.013523610292,2024,12,0.7935968004362891
1168,2024-05-27,CUST150,Delhi,Tablet,Electronics,3,5152.0,0.15,1293.0976940636442,2024,5,0.25098945925148375
1169,2024-01-18,CUST742,Kolkata,Tablet,Electronics,3,2882.0,0.05,1339.8083600882608,2024,1,0.4648883969771897
1171,2024-02-21,CUST792,Delhi,Laptop,Others,3,7748.0,0.0,7247.761268182509,2024,2,0.9354364052894307
1172,2024-12-04,CUST322,Mumbai,Tablet,Others,5,1396.0,0.1,963.425132811606,2024,12,0.6901326166272249
1173,2024-12-15,CUST664,Delhi,Laptop,Electronics,5,6388.0,0.05,2197.419282906476,2024,12,0.34399174748066313
1174,2024-04-10,CUST678,Delhi,Phone,Electronics,2,5420.0,0.15,2153.7431079362773,2024,4,0.39736957711001425
1175,2024-08-15,CUST826,Delhi,Phone,Others,1,8667.0,0.0,7728.812657529398,2024,8,0.8917517777234797
1178,2024-05-10,CUST452,Delhi,Tablet,Others,5,9187.0,0.1,9012.074670492377,2024,5,0.9809594721337082
1182,2024-11-15,CUST538,Delhi,Tablet,Electronics,2,6909.0,0.15,1560.9598419132203,2024,11,0.22593137095284704
1183,2024-09-27,CUST828,Chennai,Printer,Electronics,5,3736.0,0.0,1197.4661665432473,2024,9,0.3205209225222825
1185,2024-01-28,CUST248,Delhi,Phone,Electronics,3,5745.0,0.15,3411.5289939470263,2024,1,0.5938257604781595
1186,2024-10-29,CUST172,Delhi,Tablet,Others,4,4848.0,0.15,3227.128489393203,2024,10,0.66566181711906
1188,2024-01-20,CUST286,Delhi,Printer,Electronics,2,109.0,0.0,44.59326838121658,2024,1,0.40911255395611545
1189,2024-11-07,CUST231,Kolkata,Tablet,Electronics,5,1356.0,0.05,426.8458750464203,2024,11,0.3147830936920504
1190,2024-01-11,CUST494,Kolkata,Printer,Electronics,2,9437.0,0.0,2709.4956597444484,2024,1,0.28711408919619036
1192,2024-07-02,CUST459,Delhi,Laptop,Electronics,5,2493.0,0.15,861.123147007882,2024,7,0.345416424792572
1193,2024-06-07,CUST900,Delhi,Printer,Electronics,4,3172.0,0.15,2464.0660899052823,2024,6,0.7768178089234812
1195,2024-07-13,CUST460,Delhi,Tablet,Electronics,2,7049.0,0.05,1501.722854968422,2024,7,0.21304055255616713
1196,2024-04-14,CUST669,Delhi,Laptop,Others,1,4179.0,0.1,1528.3492796865023,2024,4,0.36572129210014415
1197,2024-10-23,CUST895,Delhi,Printer,Others,3,9606.0,0.0,7075.817586255017,2024,10,0.7366039544300454
1198,2024-01-30,CUST691,Delhi,Phone,Electronics,2,6077.0,0.05,5027.000333355381,2024,1,0.8272174318504824
1199,2024-12-07,CUST680,Delhi,Printer,Electronics,5,9535.0,0.05,5331.252219979209,2024,12,0.5591245117964562
1201,2024-02-02,CUST330,Mumbai,Tablet,Others,3,2897.0,0.15,2558.614116277066,2024,2,0.8831943791084107
1203,2024-07-10,CUST175,Delhi,Laptop,Others,5,7768.0,0.15,3435.4254066331064,2024,7,0.44225352814535357
1205,2024-04-27,CUST396,Delhi,Tablet,Electronics,1,5685.0,0.15,4227.947699122475,2024,4,0.7437023217453781
1206,2024-05-23,CUST843,Delhi,Tablet,Electronics,3,7500.0,0.0,3283.5840200155008,2024,5,0.4378112026687334
1208,2024-02-29,CUST747,Chennai,Printer,Electronics,5,5448.0,0.05,5113.035912015871,2024,2,0.9385161365667898
1209,2024-05-14,CUST108,Chennai,Laptop,Others,1,4286.0,0.1,1519.9431698851354,2024,5,0.3546297643222434
1210,2024-01-29,CUST645,Delhi,Phone,Electronics,2,7341.0,0.15,5814.68360186773,2024,1,0.7920833131545744
1212,2024-09-17,CUST184,Delhi,Laptop,Electronics,4,3630.0,0.15,1856.258947155733,2024,9,0.51136610114483
1215,2024-05-13,CUST644,Chennai,Printer,Others,2,8817.0,0.05,6698.531923529331,2024,5,0.7597291509049938
1218,2024-05-13,CUST588,Chennai,Laptop,Electronics,1,2148.0,0.05,1761.4523823741124,2024,5,0.8200430085540561
1219,2024-12-18,CUST118,Delhi,Printer,Electronics,3,2971.0,0.15,387.4818206471381,2024,12,0.13042134656584922
1220,2024-11-30,CUST646,Kolkata,Laptop,Electronics,5,3241.0,0.0,2548.052995441149,2024,11,0.786193457402391
1221,2024-04-27,CUST872,Delhi,Phone,Others,4,2735.0,0.1,989.576474652206,2024,4,0.36181955197521243
1224,2024-04-06,CUST385,Chennai,Phone,Electronics,2,2006.0,0.15,632.7998564593904,2024,4,0.31545356752711384
1225,2024-12-05,CUST150,Delhi,Tablet,Electronics,5,9433.0,0.1,5427.629736729995,2024,12,0.5753874416124239
1226,2024-06-07,CUST317,Mumbai,Printer,Others,1,6232.0,0.0,1675.6202268516952,2024,6,0.268873592241928
1227,2024-09-23,CUST905,Delhi,Tablet,Electronics,4,6354.0,0.15,700.1453992595949,2024,9,0.11018970715448456
1228,2024-03-24,CUST160,Delhi,Printer,Others,3,1166.0,0.05,565.7990362522017,2024,3,0.4852478870087494
1229,2024-09-27,CUST534,Delhi,Tablet,Others,1,8747.0,0.0,4088.224577712425,2024,9,0.4673859126228907
1231,2024-07-06,CUST897,Mumbai,Phone,Electronics,3,6427.0,0.0,3620.3625453193326,2024,7,0.5633052038772884
1232,2024-03-25,CUST245,Delhi,Phone,Others,2,8759.0,0.0,3797.946036401053,2024,3,0.4336049818930304
1233,2024-08-23,CUST991,Delhi,Printer,Electronics,2,5356.0,0.1,3843.1777563706855,2024,8,0.7175462577241758
1236,2024-10-14,CUST480,Chennai,Tablet,Others,4,4424.0,0.05,3451.62272794894,2024,10,0.780204052429688
1237,2024-04-13,CUST422,Mumbai,Tablet,Electronics,3,951.0,0.0,873.0783817783081,2024,4,0.9180634929319749
1238,2024-01-20,CUST667,Chennai,Tablet,Electronics,1,6403.0,0.0,1575.4557738467329,2024,1,0.24604962890000515
1239,2024-08-27,CUST303,Delhi,Laptop,Electronics,5,2148.0,0.0,1118.8921924934548,2024,8,0.5208995309559845
1240,2024-03-07,CUST581,Delhi,Tablet,Others,5,828.0,0.1,443.88457377585166,2024,3,0.536092480405618
1241,2024-06-10,CUST232,Delhi,Phone,Electronics,2,6606.0,0.1,6573.481373672166,2024,6,0.9950774104862498
1245,2024-05-04,CUST467,Delhi,Laptop,Electronics,2,3630.0,0.1,2163.913875866709,2024,5,0.5961195250321513
1246,2024-12-10,CUST587,Delhi,Printer,Electronics,5,4430.0,0.1,2170.2801347031,2024,12,0.48990522228060945
1247,2024-11-20,CUST739,Chennai,Tablet,Others,4,8110.0,0.0,1523.0851873175784,2024,11,0.18780335232029327
1249,2024-07-26,CUST443,Mumbai,Printer,Electronics,3,7676.0,0.05,560.580654299623,2024,7,0.07303030931469814
1250,2024-08-29,CUST864,Kolkata,Tablet,Others,3,5660.0,0.0,5081.306084572146,2024,8,0.8977572587583296
1251,2024-11-17,CUST213,Delhi,Printer,Electronics,2,860.0,0.1,803.1452069358348,2024,11,0.9338897755067846
1252,2024-05-03,CUST663,Kolkata,Tablet,Others,3,9680.0,0.0,3196.386563222963,2024,5,0.3302052234734466
1253,2024-01-08,CUST764,Chennai,Tablet,Electronics,2,2076.0,0.0,1707.0786282817653,2024,1,0.8222922101549929
1254,2024-01-02,CUST604,Delhi,Phone,Others,1,3519.0,0.0,552.0203079317341,2024,1,0.15686851603629842
1255,2024-02-16,CUST612,Kolkata,Phone,Others,2,1833.0,0.0,633.4927852755027,2024,2,0.3456043563968918
1256,2024-05-03,CUST751,Chennai,Phone,Others,2,828.0,0.05,791.6402732518948,2024,5,0.9560872865361048
1258,2024-11-11,CUST988,Delhi,Printer,Electronics,3,5641.0,0.0,4229.392631885965,2024,11,0.74975937455876
1261,2024-09-03,CUST852,Delhi,Phone,Others,1,9965.0,0.1,1221.4637418287912,2024,9,0.12257538804102269
1263,2024-11-08,CUST993,Mumbai,Phone,Electronics,2,5226.0,0.05,1627.6946378475438,2024,11,0.31146089511051356
1264,2024-07-16,CUST684,Delhi,Tablet,Electronics,3,6630.0,0.1,2936.5972397130727,2024,7,0.4429256771814589
1267,2024-11-26,CUST701,Delhi,Tablet,Others,1,4460.0,0.15,1449.1147988397752,2024,11,0.3249136320268554
1268,2024-04-05,CUST164,Delhi,Laptop,Others,5,828.0,0.05,526.7594277569669,2024,4,0.6361828837644529
1269,2024-06-03,CUST711,Delhi,Tablet,Others,1,3630.0,0.0,3626.656858818228,2024,6,0.9990790244678315
1270,2024-05-21,CUST914,Chennai,Phone,Others,2,8117.0,0.05,3016.756665038946,2024,5,0.37165906924220105
1274,2024-06-19,CUST550,Delhi,Laptop,Electronics,3,7005.0,0.0,6684.292538645964,2024,6,0.9542173502706587
1275,2024-03-31,CUST446,Kolkata,Phone,Others,3,7450.0,0.0,5295.277398007465,2024,3,0.7107754896654316
1277,2024-08-22,CUST329,Mumbai,Phone,Electronics,1,6089.0,0.1,3042.6682919004074,2024,8,0.4996991775169006
1279,2024-10-19,CUST531,Delhi,Phone,Electronics,5,1704.0,0.05,863.511532250282,2024,10,0.5067555940435927
1280,2024-10-09,CUST979,Chennai,Tablet,Electronics,3,8084.0,0.15,5421.878263563684,2024,10,0.6706925115739343
1281,2024-07-18,CUST306,Mumbai,Tablet,Electronics,4,4308.0,0.0,3326.390151446192,2024,7,0.772142560688531
1282,2024-12-17,CUST646,Kolkata,Printer,Others,4,6700.0,0.15,5530.510828381718,2024,12,0.8254493773704057
1283,2024-06-26,CUST357,Chennai,Laptop,Electronics,2,1987.0,0.15,1316.0961490579166,2024,6,0.66235337144334
1286,2024-11-07,CUST406,Mumbai,Laptop,Electronics,2,1733.0,0.0,509.1205052436163,2024,11,0.2937798645375743
1287,2024-06-01,CUST478,Delhi,Printer,Others,2,1115.0,0.1,1105.572958974233,2024,6,0.9915452546854108
1288,2024-07-26,CUST674,Delhi,Laptop,Others,2,2243.0,0.05,944.0947924559356,2024,7,0.42090717452337745
1289,2024-05-29,CUST857,Delhi,Laptop,Others,3,9808.0,0.05,748.6240306706555,2024,5,0.07632789872253828
1290,2024-11-29,CUST459,Delhi,Phone,Electronics,5,7292.0,0.05,1654.261822886175,2024,11,0.22685982211823574
1293,2024-09-22,CUST912,Chennai,Phone,Electronics,2,3519.0,0.1,2494.962706668807,2024,9,0.7089976432704767
1295,2024-03-18,CUST870,Delhi,Tablet,Electronics,3,7102.0,0.15,5052.631632511085,2024,3,0.7114378530711186
1296,2024-10-31,CUST260,Delhi,Phone,Electronics,5,4591.0,0.15,2760.373669873809,2024,10,0.6012576061585295
1297,2024-01-28,CUST821,Kolkata,Printer,Electronics,3,2602.0,0.05,1068.8673703600934,2024,1,0.4107868448732104
1298,2024-09-09,CUST608,Mumbai,Phone,Electronics,5,828.0,0.1,618.7864132894601,2024,9,0.7473265860983818
1299,2024-06-01,CUST253,Delhi,Laptop,Electronics,2,8117.0,0.05,1705.2009206935631,2024,6,0.2100777283101593
1302,2024-04-29,CUST526,Delhi,Laptop,Electronics,2,9606.0,0.05,3988.038151549526,2024,4,0.41516116505824757
1304,2024-11-03,CUST809,Delhi,Printer,Electronics,4,2126.0,0.0,2123.8333562543226,2024,11,0.9989808825279034
1305,2024-04-09,CUST352,Mumbai,Printer,Others,1,2236.0,0.0,1825.141526236221,2024,4,0.8162529187102956
1306,2024-02-28,CUST433,Kolkata,Printer,Electronics,5,1631.0,0.1,309.93272860212164,2024,2,0.190026197794066
1307,2024-10-14,CUST399,Delhi,Laptop,Others,1,5745.0,0.0,3446.8226317728518,2024,10,0.5999691265052831
1308,2024-07-27,CUST435,Delhi,Laptop,Electronics,1,3590.0,0.15,2268.965040184811,2024,7,0.6320236880737635
1309,2024-03-23,CUST461,Kolkata,Tablet,Electronics,5,9461.0,0.05,3003.24366171909,2024,3,0.3174340621201871
1310,2024-06-13,CUST763,Delhi,Laptop,Electronics,2,109.0,0.0,15.473662182938495,2024,6,0.14196020351319721
1311,2024-02-17,CUST730,Mumbai,Phone,Electronics,4,4264.0,0.0,4021.941994380992,2024,2,0.9432321750424466
1313,2024-05-25,CUST908,Delhi,Laptop,Electronics,3,2932.0,0.0,2150.429552744192,2024,5,0.7334343631460408
1318,2024-06-14,CUST720,Delhi,Tablet,Others,4,4368.0,0.0,220.0702447444424,2024,6,0.050382382038562816
1319,2024-06-04,CUST809,Chennai,Laptop,Electronics,3,8182.0,0.15,575.5299069940212,2024,6,0.0703409810552458
1320,2024-11-04,CUST367,Kolkata,Printer,Electronics,2,5401.0,0.15,4012.598083602611,2024,11,0.7429361384192947
1323,2024-09-06,CUST873,Mumbai,Printer,Electronics,3,6991.0,0.1,4887.458814676477,2024,9,0.6991072542807149
